From	Cluster ID	Cluster Name	Size	Identity	Common taxon	Common taxon ID
Q13151	UniRef90_Q13151	Cluster: Heterogeneous nuclear ribonucleoprotein A0	145	0.9	Mammalia	40674
Q13155	UniRef90_Q13155	Cluster: Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	15	0.9	Simiiformes	314293
Q13156	UniRef90_Q13156	Cluster: Replication protein A 30 kDa subunit	19	0.9	Catarrhini	9526
Q13158	UniRef90_Q13158	Cluster: FAS-associated death domain protein	22	0.9	Simiiformes	314293
Q13162	UniRef90_Q13162	Cluster: Peroxiredoxin-4	7	0.9	Homininae	207598
Q13164	UniRef90_Q13164	Cluster: Mitogen-activated protein kinase 7	11	0.9	Catarrhini	9526
Q13185	UniRef90_Q13185	Cluster: Chromobox protein homolog 3	90	0.9	Tetrapoda	32523
Q13190	UniRef90_Q13190	Cluster: Syntaxin-5	180	0.9	Eutheria	9347
Q13200	UniRef90_Q13200	Cluster: 26S proteasome non-ATPase regulatory subunit 2	642	0.9	Euteleostomi	117571
Q13201	UniRef90_Q13201	Cluster: Multimerin-1	52	0.9	Simiiformes	314293
Q13206	UniRef90_Q13206	Cluster: Probable ATP-dependent RNA helicase DDX10	118	0.9	Eutheria	9347
Q13207	UniRef90_Q13207	Cluster: T-box transcription factor TBX2	46	0.9	Eutheria	9347
Q13227	UniRef90_Q13227	Cluster: G protein pathway suppressor 2	23	0.9	Catarrhini	9526
Q13242	UniRef90_Q13242	Cluster: Serine/arginine-rich splicing factor 9	27	0.9	Boreoeutheria	1437010
Q13243	UniRef90_Q13243	Cluster: Serine/arginine-rich splicing factor 5	117	0.9	Amniota	32524
Q13247	UniRef90_Q13247	Cluster: Serine/arginine-rich splicing factor 6	6	0.9	Simiiformes	314293
Q13257	UniRef90_Q13257	Cluster: Mitotic spindle assembly checkpoint protein MAD2A	33	0.9	Boreoeutheria	1437010
Q13263	UniRef90_Q13263	Cluster: Transcription intermediary factor 1-beta	5	0.9	Homininae	207598
Q13277	UniRef90_Q13277	Cluster: Syntaxin-3	6	0.9	Homo sapiens	9606
Q13283	UniRef90_Q13283	Cluster: Ras GTPase-activating protein-binding protein 1	99	0.9	Eutheria	9347
Q13285	UniRef90_Q13285	Cluster: Steroidogenic factor 1	44	0.9	Boreoeutheria	1437010
Q13287	UniRef90_Q13287	Cluster: N-myc-interactor	2	0.9	Homo sapiens	9606
Q13308	UniRef90_Q13308	Cluster: Inactive tyrosine-protein kinase 7	296	0.9	Tetrapoda	32523
Q13310	UniRef90_Q13310	Cluster: Polyadenylate-binding protein 4	588	0.9	Tetrapoda	32523
Q13315	UniRef90_Q13315	Cluster: Serine-protein kinase ATM	97	0.9	Eutheria	9347
Q13342	UniRef90_Q13342	Cluster: Nuclear body protein SP140	77	0.9	Hominidae	9604
Q13347	UniRef90_Q13347	Cluster: Eukaryotic translation initiation factor 3 subunit I	33	0.9	Eutheria	9347
Q13352	UniRef90_Q13352	Cluster: Centromere protein R	27	0.9	Catarrhini	9526
Q13360	UniRef90_Q13360	Cluster: Zinc finger protein 177	24	0.9	Catarrhini	9526
Q13362	UniRef90_Q13362	Cluster: Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	96	0.9	Amniota	32524
Q13363	UniRef90_Q13363	Cluster: C-terminal-binding protein 1	90	0.9	Eutheria	9347
Q13367	UniRef90_Q13367	Cluster: AP-3 complex subunit beta-2	54	0.9	Primates	9443
Q13393	UniRef90_Q13393	Cluster: Phospholipase D1	308	0.9	Eutheria	9347
Q13405	UniRef90_Q13405	Cluster: 39S ribosomal protein L49, mitochondrial	61	0.9	Boreoeutheria	1437010
Q13409	UniRef90_Q13409	Cluster: Cytoplasmic dynein 1 intermediate chain 2	438	0.9	Tetrapoda	32523
Q13416	UniRef90_Q13416	Cluster: Origin recognition complex subunit 2	125	0.9	Eutheria	9347
Q13422	UniRef90_Q13422	Cluster: DNA-binding protein Ikaros	120	0.9	Euarchontoglires	314146
Q13423	UniRef90_Q13423	Cluster: NAD(P) transhydrogenase, mitochondrial	348	0.9	Tetrapoda	32523
Q13425	UniRef90_Q13425	Cluster: Beta-2-syntrophin	198	0.9	Tetrapoda	32523
Q13427	UniRef90_Q13427	Cluster: Peptidyl-prolyl cis-trans isomerase G	89	0.9	Eutheria	9347
Q13428	UniRef90_Q13428	Cluster: Treacle protein	1	0.9	Homo sapiens	9606
Q13433	UniRef90_Q13433	Cluster: Zinc transporter ZIP6	24	0.9	Catarrhini	9526
Q13435	UniRef90_Q13435	Cluster: Splicing factor 3B subunit 2	281	0.9	Theria	32525
Q13438	UniRef90_Q13438	Cluster: Protein OS-9	24	0.9	cellular organisms	131567
Q13439	UniRef90_Q13439	Cluster: Golgin subfamily A member 4	83	0.9	Catarrhini	9526
Q13442	UniRef90_Q13442	Cluster: 28 kDa heat- and acid-stable phosphoprotein	18	0.9	Boreoeutheria	1437010
Q13444	UniRef90_Q13444	Cluster: Disintegrin and metalloproteinase domain-containing protein 15	275	0.9	Simiiformes	314293
Q13445	UniRef90_Q13445	Cluster: Transmembrane emp24 domain-containing protein 1	60	0.9	Boreoeutheria	1437010
Q13451	UniRef90_Q13451	Cluster: Peptidyl-prolyl cis-trans isomerase FKBP5	217	0.9	Eutheria	9347
Q13459	UniRef90_Q13459	Cluster: Unconventional myosin-IXb	4	0.9	Homo sapiens	9606
Q13469	UniRef90_Q13469	Cluster: Nuclear factor of activated T-cells, cytoplasmic 2	127	0.9	Eutheria	9347
Q13480	UniRef90_Q13480	Cluster: GRB2-associated-binding protein 1	363	0.9	Eutheria	9347
Q13485	UniRef90_Q13485	Cluster: Mothers against decapentaplegic homolog 4	214	0.9	root	1
Q13490	UniRef90_Q13490	Cluster: Baculoviral IAP repeat-containing protein 2	141	0.9	Eutheria	9347
Q13492	UniRef90_Q13492	Cluster: Phosphatidylinositol-binding clathrin assembly protein	5	0.9	Homo sapiens	9606
Q13496	UniRef90_Q13496	Cluster: Myotubularin	289	0.9	Eutheria	9347
Q13501	UniRef90_Q13501	Cluster: Sequestosome-1	42	0.9	Eutheria	9347
Q13503	UniRef90_Q13503	Cluster: Mediator of RNA polymerase II transcription subunit 21	102	0.9	Amniota	32524
Q13505	UniRef90_Q13505	Cluster: Metaxin-1	61	0.9	Simiiformes	314293
Q13506	UniRef90_Q13506	Cluster: NGFI-A-binding protein 1	33	0.9	Catarrhini	9526
Q13509	UniRef90_Q13509	Cluster: Tubulin beta-3 chain	39	0.9	Eutheria	9347
Q13510	UniRef90_Q13510	Cluster: Acid ceramidase	18	0.9	Simiiformes	314293
Q13523	UniRef90_Q13523	Cluster: Serine/threonine-protein kinase PRP4 homolog	66	0.9	Boreoeutheria	1437010
Q13535	UniRef90_Q13535	Cluster: Serine/threonine-protein kinase ATR	364	0.9	Tetrapoda	32523
Q13542	UniRef90_Q13542	Cluster: Eukaryotic translation initiation factor 4E-binding protein 2	44	0.9	Eutheria	9347
Q13546	UniRef90_Q13546	Cluster: Receptor-interacting serine/threonine-protein kinase 1	17	0.9	Catarrhini	9526
Q13547	UniRef90_Q13547	Cluster: Histone deacetylase 1	243	0.9	Tetrapoda	32523
Q13561	UniRef90_Q13561	Cluster: Dynactin subunit 2	31	0.9	Simiiformes	314293
Q13571	UniRef90_Q13571	Cluster: Lysosomal-associated transmembrane protein 5	22	0.9	Eutheria	9347
Q13573	UniRef90_Q13573	Cluster: SNW domain-containing protein 1	250	0.9	Tetrapoda	32523
Q13574	UniRef90_Q13574	Cluster: Diacylglycerol kinase zeta	2	0.9	Homininae	207598
Q13576	UniRef90_Q13576	Cluster: Ras GTPase-activating-like protein IQGAP2	92	0.9	Boreoeutheria	1437010
Q13586	UniRef90_Q13586	Cluster: Stromal interaction molecule 1	5	0.9	Homininae	207598
Q13588	UniRef90_Q13588	Cluster: GRB2-related adapter protein	26	0.9	Eutheria	9347
Q13591	UniRef90_Q13591	Cluster: Semaphorin-5A	218	0.9	Eutheria	9347
Q13595	UniRef90_Q13595	Cluster: Transformer-2 protein homolog alpha	67	0.9	Amniota	32524
Q13596	UniRef90_Q13596	Cluster: Sorting nexin-1	142	0.9	Eutheria	9347
Q13610	UniRef90_Q13610	Cluster: Periodic tryptophan protein 1 homolog	127	0.9	Eutheria	9347
Q13613	UniRef90_Q13613	Cluster: Myotubularin-related protein 1	54	0.9	Boreoeutheria	1437010
Q13614	UniRef90_Q13614	Cluster: Myotubularin-related protein 2	646	0.9	Amniota	32524
Q13615	UniRef90_Q13615	Cluster: Myotubularin-related protein 3	240	0.9	Eutheria	9347
Q13616	UniRef90_Q13616	Cluster: Cullin-1	667	0.9	Gnathostomata	7776
Q13617	UniRef90_Q13617	Cluster: Cullin-2	20	0.9	Simiiformes	314293
Q13619	UniRef90_Q13619	Cluster: Cullin-4A	153	0.9	Amniota	32524
Q13620	UniRef90_Q13620	Cluster: Cullin-4B	574	0.9	Sarcopterygii	8287
Q13621	UniRef90_Q13621	Cluster: Solute carrier family 12 member 1	104	0.9	Boreoeutheria	1437010
Q13625	UniRef90_Q13625	Cluster: Apoptosis-stimulating of p53 protein 2	164	0.9	Eutheria	9347
Q13636	UniRef90_Q13636	Cluster: Ras-related protein Rab-31	7	0.9	Boreoeutheria	1437010
Q13637	UniRef90_Q13637	Cluster: Ras-related protein Rab-32	31	0.9	Euarchontoglires	314146
Q13651	UniRef90_Q13651	Cluster: Interleukin-10 receptor subunit alpha	45	0.9	Catarrhini	9526
Q13671	UniRef90_Q13671	Cluster: Ras and Rab interactor 1	28	0.9	Catarrhini	9526
Q13685	UniRef90_Q13685	Cluster: Angio-associated migratory cell protein	233	0.9	Eutheria	9347
Q13724	UniRef90_Q13724	Cluster: Mannosyl-oligosaccharide glucosidase	55	0.9	Simiiformes	314293
Q13761	UniRef90_Q13761	Cluster: Runt-related transcription factor 3	6	0.9	Homininae	207598
Q13765	UniRef90_Q13765	Cluster: Nascent polypeptide-associated complex subunit alpha	93	0.9	Amniota	32524
Q13772	UniRef90_Q13772	Cluster: Nuclear receptor coactivator 4	31	0.9	Catarrhini	9526
Q13795	UniRef90_Q13795	Cluster: ADP-ribosylation factor-related protein 1	16	0.9	Catarrhini	9526
Q13813	UniRef90_Q13813	Cluster: Spectrin alpha chain, non-erythrocytic 1	1022	0.9	Euteleostomi	117571
Q13838	UniRef90_Q13838	Cluster: Spliceosome RNA helicase DDX39B	131	0.9	root	1
Q13885	UniRef90_Q13885	Cluster: Tubulin beta-2A chain	73	0.9	Mammalia	40674
Q13888	UniRef90_Q13888	Cluster: General transcription factor IIH subunit 2	188	0.9	Eutheria	9347
Q13895	UniRef90_Q13895	Cluster: Bystin	195	0.9	Tetrapoda	32523
Q13907	UniRef90_Q13907	Cluster: Isopentenyl-diphosphate Delta-isomerase 1	10	0.9	Homininae	207598
Q13946	UniRef90_Q13946	Cluster: High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	149	0.9	Mammalia	40674
Q13951	UniRef90_Q13951	Cluster: Core-binding factor subunit beta	68	0.9	Amniota	32524
Q13952	UniRef90_Q13952	Cluster: Nuclear transcription factor Y subunit gamma	43	0.9	Euarchontoglires	314146
Q14004	UniRef90_Q14004	Cluster: Cyclin-dependent kinase 13	69	0.9	Simiiformes	314293
Q14005	UniRef90_Q14005	Cluster: Pro-interleukin-16	46	0.9	cellular organisms	131567
Q14008	UniRef90_Q14008	Cluster: Cytoskeleton-associated protein 5	1	0.9	Homo sapiens	9606
Q14011	UniRef90_Q14011	Cluster: Cold-inducible RNA-binding protein	19	0.9	Catarrhini	9526
Q14094	UniRef90_Q14094	Cluster: Cyclin-I	108	0.9	Tetrapoda	32523
Q14103	UniRef90_Q14103	Cluster: Heterogeneous nuclear ribonucleoprotein D0	278	0.9	Tetrapoda	32523
Q14108	UniRef90_Q14108	Cluster: Lysosome membrane protein 2	60	0.9	Euarchontoglires	314146
Q14116	UniRef90_Q14116	Cluster: Interleukin-18	45	0.9	Catarrhini	9526
Q14118	UniRef90_Q14118	Cluster: Dystroglycan 1	272	0.9	Eutheria	9347
Q14126	UniRef90_Q14126	Cluster: Desmoglein-2	43	0.9	Simiiformes	314293
Q14137	UniRef90_Q14137	Cluster: Ribosome biogenesis protein BOP1	51	0.9	Haplorrhini	376913
Q14140	UniRef90_Q14140	Cluster: SERTA domain-containing protein 2	24	0.9	Catarrhini	9526
Q14142	UniRef90_Q14142	Cluster: Tripartite motif-containing protein 14	41	0.9	Simiiformes	314293
Q14145	UniRef90_Q14145	Cluster: Kelch-like ECH-associated protein 1	255	0.9	Tetrapoda	32523
Q4VBZ9	UniRef90_Q14149	Cluster: MORC family CW-type zinc finger protein 3	28	0.9	Simiiformes	314293
Q14151	UniRef90_Q14151	Cluster: Scaffold attachment factor B2	34	0.9	Simiiformes	314293
Q14152	UniRef90_Q14152	Cluster: Eukaryotic translation initiation factor 3 subunit A	344	0.9	Tetrapoda	32523
Q14154	UniRef90_Q14154	Cluster: DAP3-binding cell death enhancer 1	24	0.9	Catarrhini	9526
Q14156	UniRef90_Q14156	Cluster: Protein EFR3 homolog A	386	0.9	Eutheria	9347
Q14157	UniRef90_Q14157	Cluster: Ubiquitin-associated protein 2-like	291	0.9	Eutheria	9347
Q14160	UniRef90_Q14160	Cluster: Protein scribble homolog	8	0.9	Homo sapiens	9606
Q14161	UniRef90_Q14161	Cluster: ARF GTPase-activating protein GIT2	159	0.9	Eutheria	9347
Q14168	UniRef90_Q14168	Cluster: MAGUK p55 subfamily member 2	16	0.9	Catarrhini	9526
Q14188	UniRef90_Q14188	Cluster: Transcription factor Dp-2	143	0.9	Eutheria	9347
Q14191	UniRef90_Q14191	Cluster: Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN	29	0.9	Catarrhini	9526
Q14192	UniRef90_Q14192	Cluster: Four and a half LIM domains protein 2	17	0.9	Simiiformes	314293
Q14203	UniRef90_Q14203	Cluster: Dynactin subunit 1	293	0.9	Theria	32525
Q14204	UniRef90_Q14204	Cluster: Cytoplasmic dynein 1 heavy chain 1	422	0.9	Amniota	32524
Q14207	UniRef90_Q14207	Cluster: Protein NPAT	74	0.9	Simiiformes	314293
Q14209	UniRef90_Q14209	Cluster: Transcription factor E2F2	52	0.9	Simiiformes	314293
Q14232	UniRef90_Q14232	Cluster: Translation initiation factor eIF-2B subunit alpha	197	0.9	Tetrapoda	32523
Q14241	UniRef90_Q14241	Cluster: Elongin-A	53	0.9	Haplorrhini	376913
Q14242	UniRef90_Q14242	Cluster: P-selectin glycoprotein ligand 1	18	0.9	Boreoeutheria	1437010
Q14244	UniRef90_Q14244	Cluster: Ensconsin	92	0.9	Simiiformes	314293
Q14246	UniRef90_Q14246	Cluster: Adhesion G protein-coupled receptor E1	36	0.9	Catarrhini	9526
Q14247	UniRef90_Q14247	Cluster: Src substrate cortactin	54	0.9	Euarchontoglires	314146
Q14254	UniRef90_Q14254	Cluster: Flotillin-2	166	0.9	Amniota	32524
Q14257	UniRef90_Q14257	Cluster: Reticulocalbin-2	15	0.9	Catarrhini	9526
Q14258	UniRef90_Q14258	Cluster: E3 ubiquitin/ISG15 ligase TRIM25	41	0.9	Catarrhini	9526
Q53GD2	UniRef90_Q14314	Cluster: Fibroleukin	46	0.9	Boreoeutheria	1437010
Q14315	UniRef90_Q14315	Cluster: Filamin-C	32	0.9	Euarchontoglires	314146
Q14318	UniRef90_Q14318	Cluster: Peptidyl-prolyl cis-trans isomerase FKBP8	65	0.9	Simiiformes	314293
Q14331	UniRef90_Q14331	Cluster: Protein FRG1	9	0.9	Euarchontoglires	314146
Q14332	UniRef90_Q14332	Cluster: Frizzled-2	17	0.9	Eutheria	9347
Q14376	UniRef90_Q14376	Cluster: UDP-glucose 4-epimerase	62	0.9	Boreoeutheria	1437010
Q14393	UniRef90_Q14393	Cluster: Growth arrest-specific protein 6	19	0.9	Catarrhini	9526
Q14442	UniRef90_Q14442	Cluster: Phosphatidylinositol N-acetylglucosaminyltransferase subunit H	59	0.9	Eutheria	9347
Q14444	UniRef90_Q14444	Cluster: Caprin-1	92	0.9	Eutheria	9347
Q14457	UniRef90_Q14457	Cluster: Beclin-1	141	0.9	Boreoeutheria	1437010
Q14469	UniRef90_Q14469	Cluster: Transcription factor HES-1	50	0.9	Eutheria	9347
Q14494	UniRef90_Q14494	Cluster: Endoplasmic reticulum membrane sensor NFE2L1	41	0.9	Simiiformes	314293
Q14498	UniRef90_Q14498	Cluster: RNA-binding protein 39	370	0.9	Tetrapoda	32523
Q14511	UniRef90_Q14511	Cluster: Enhancer of filamentation 1	98	0.9	Boreoeutheria	1437010
Q14534	UniRef90_Q14534	Cluster: Squalene monooxygenase	57	0.9	Primates	9443
Q14554	UniRef90_Q14554	Cluster: Protein disulfide-isomerase A5	154	0.9	Eutheria	9347
Q14558	UniRef90_Q14558	Cluster: Phosphoribosyl pyrophosphate synthase-associated protein 1	63	0.9	Boreoeutheria	1437010
Q14562	UniRef90_Q14562	Cluster: ATP-dependent RNA helicase DHX8	570	0.9	Gnathostomata	7776
Q14566	UniRef90_Q14566	Cluster: DNA replication licensing factor MCM6	273	0.9	Tetrapoda	32523
Q14568	UniRef90_Q14568	Cluster: Heat shock protein HSP 90-alpha A2	2	0.9	Homininae	207598
Q14571	UniRef90_Q14571	Cluster: Inositol 1,4,5-trisphosphate receptor type 2	62	0.9	Eutheria	9347
Q14573	UniRef90_Q14573	Cluster: Inositol 1,4,5-trisphosphate receptor type 3	3	0.9	Homo sapiens	9606
Q14574	UniRef90_Q14574	Cluster: Desmocollin-3	71	0.9	Simiiformes	314293
Q14585	UniRef90_Q14585	Cluster: Zinc finger protein 345	57	0.9	Boreoeutheria	1437010
Q14586	UniRef90_Q14586	Cluster: Zinc finger protein 267	63	0.9	Simiiformes	314293
Q14590	UniRef90_Q14590	Cluster: Zinc finger protein 235	69	0.9	Primates	9443
Q14596	UniRef90_Q14596	Cluster: Next to BRCA1 gene 1 protein	97	0.9	Boreoeutheria	1437010
Q14624	UniRef90_Q14624	Cluster: Inter-alpha-trypsin inhibitor heavy chain H4	44	0.9	Catarrhini	9526
Q14643	UniRef90_Q14643	Cluster: Inositol 1,4,5-trisphosphate receptor type 1	1	0.9	Homo sapiens	9606
Q14654	UniRef90_Q14654	Cluster: ATP-sensitive inward rectifier potassium channel 11	242	0.9	Bilateria	33213
Q14669	UniRef90_Q14669	Cluster: E3 ubiquitin-protein ligase TRIP12	843	0.9	Amniota	32524
Q14671	UniRef90_Q14671	Cluster: Pumilio homolog 1	674	0.9	Amniota	32524
Q14677	UniRef90_Q14677	Cluster: Clathrin interactor 1	468	0.9	Theria	32525
Q14678	UniRef90_Q14678	Cluster: KN motif and ankyrin repeat domain-containing protein 1	153	0.9	Haplorrhini	376913
Q14681	UniRef90_Q14681	Cluster: BTB/POZ domain-containing protein KCTD2	47	0.9	Boreoeutheria	1437010
Q14686	UniRef90_Q14686	Cluster: Nuclear receptor coactivator 6	189	0.9	Boreoeutheria	1437010
Q14691	UniRef90_Q14691	Cluster: DNA replication complex GINS protein PSF1	61	0.9	Theria	32525
Q14692	UniRef90_Q14692	Cluster: Ribosome biogenesis protein BMS1 homolog	64	0.9	Boreoeutheria	1437010
Q14694	UniRef90_Q14694	Cluster: Ubiquitin carboxyl-terminal hydrolase 10	110	0.9	Primates	9443
Q14697	UniRef90_Q14697	Cluster: Neutral alpha-glucosidase AB	69	0.9	Boreoeutheria	1437010
Q14699	UniRef90_Q14699	Cluster: Raftlin	65	0.9	Simiiformes	314293
Q14703	UniRef90_Q14703	Cluster: Membrane-bound transcription factor site-1 protease	160	0.9	Amniota	32524
Q14739	UniRef90_Q14739	Cluster: Delta(14)-sterol reductase LBR	21	0.9	Catarrhini	9526
Q14746	UniRef90_Q14746	Cluster: Conserved oligomeric Golgi complex subunit 2	86	0.9	Eutheria	9347
Q14761	UniRef90_Q14761	Cluster: Protein tyrosine phosphatase receptor type C-associated protein	20	0.9	Simiiformes	314293
Q14764	UniRef90_Q14764	Cluster: Major vault protein	181	0.9	Eutheria	9347
Q14765	UniRef90_Q14765	Cluster: Signal transducer and activator of transcription 4	108	0.9	Eutheria	9347
Q14766	UniRef90_Q14766	Cluster: Latent-transforming growth factor beta-binding protein 1	396	0.9	Eutheria	9347
Q14790	UniRef90_Q14790	Cluster: Caspase-8	50	0.9	Hominoidea	314295
Q147U7	UniRef90_Q147U7	Cluster: Single-pass membrane and coiled-coil domain-containing protein 1	17	0.9	Simiiformes	314293
Q14814	UniRef90_Q14814	Cluster: Myocyte-specific enhancer factor 2D	95	0.9	Theria	32525
Q14839	UniRef90_Q14839	Cluster: Chromodomain-helicase-DNA-binding protein 4	1	0.9	Homo sapiens	9606
Q14847	UniRef90_Q14847	Cluster: LIM and SH3 domain protein 1	9	0.9	Simiiformes	314293
Q14865	UniRef90_Q14865	Cluster: AT-rich interactive domain-containing protein 5B	67	0.9	Boreoeutheria	1437010
Q14914	UniRef90_Q14914	Cluster: Prostaglandin reductase 1	19	0.9	Haplorrhini	376913
Q14919	UniRef90_Q14919	Cluster: Dr1-associated corepressor	154	0.9	Tetrapoda	32523
Q14940	UniRef90_Q14940	Cluster: Sodium/hydrogen exchanger 5	10	0.9	Homininae	207598
Q14964	UniRef90_Q14964	Cluster: Ras-related protein Rab-39A	154	0.9	Tetrapoda	32523
Q14966	UniRef90_Q14966	Cluster: Zinc finger protein 638	67	0.9	Catarrhini	9526
Q14974	UniRef90_Q14974	Cluster: Importin subunit beta-1	538	0.9	Gnathostomata	7776
Q14978	UniRef90_Q14978	Cluster: Nucleolar and coiled-body phosphoprotein 1	69	0.9	cellular organisms	131567
Q14994	UniRef90_Q14994	Cluster: Nuclear receptor subfamily 1 group I member 3	49	0.9	Simiiformes	314293
Q60674	UniRef90_Q14995	Cluster: Nuclear receptor subfamily 1 group D member 2	103	0.9	Eutheria	9347
Q14BN4	UniRef90_Q14BN4	Cluster: Sarcolemmal membrane-associated protein	656	0.9	Eutheria	9347
Q14CM0	UniRef90_Q14CM0	Cluster: FERM and PDZ domain-containing protein 4	40	0.9	Catarrhini	9526
Q14CX7	UniRef90_Q14CX7	Cluster: N-alpha-acetyltransferase 25, NatB auxiliary subunit	374	0.9	Eutheria	9347
Q14CZ7	UniRef90_Q14CZ7	Cluster: FAST kinase domain-containing protein 3, mitochondrial	11	0.9	Homininae	207598
Q15003	UniRef90_Q15003	Cluster: Condensin complex subunit 2	116	0.9	Simiiformes	314293
Q15005	UniRef90_Q15005	Cluster: Signal peptidase complex subunit 2	152	0.9	Eutheria	9347
Q15006	UniRef90_Q15006	Cluster: ER membrane protein complex subunit 2	38	0.9	Boreoeutheria	1437010
Q15008	UniRef90_Q15008	Cluster: 26S proteasome non-ATPase regulatory subunit 6	297	0.9	cellular organisms	131567
Q15014	UniRef90_Q15014	Cluster: Mortality factor 4-like protein 2	177	0.9	Bilateria	33213
Q15018	UniRef90_Q15018	Cluster: BRISC complex subunit Abraxas 2	219	0.9	Tetrapoda	32523
Q15019	UniRef90_Q15019	Cluster: Septin-2	52	0.9	Euarchontoglires	314146
Q15020	UniRef90_Q15020	Cluster: Squamous cell carcinoma antigen recognized by T-cells 3	165	0.9	Eutheria	9347
Q15021	UniRef90_Q15021	Cluster: Condensin complex subunit 1	86	0.9	Primates	9443
Q15022	UniRef90_Q15022	Cluster: Polycomb protein SUZ12	198	0.9	cellular organisms	131567
Q15024	UniRef90_Q15024	Cluster: Exosome complex component RRP42	6	0.9	Boreoeutheria	1437010
Q15025	UniRef90_Q15025	Cluster: TNFAIP3-interacting protein 1	37	0.9	Euarchontoglires	314146
Q15027	UniRef90_Q15027	Cluster: Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	73	0.9	Euarchontoglires	314146
Q15029	UniRef90_Q15029	Cluster: 116 kDa U5 small nuclear ribonucleoprotein component	608	0.9	Sarcopterygii	8287
Q53SQ1	UniRef90_Q15032	Cluster: R3H domain-containing protein 1	338	0.9	Boreoeutheria	1437010
Q15038	UniRef90_Q15038	Cluster: DAZ-associated protein 2	161	0.9	Tetrapoda	32523
Q15043	UniRef90_Q15043	Cluster: Metal cation symporter ZIP14	84	0.9	Euarchontoglires	314146
Q15046	UniRef90_Q15046	Cluster: Lysine--tRNA ligase	157	0.9	Amniota	32524
Q15047	UniRef90_Q15047	Cluster: Histone-lysine N-methyltransferase SETDB1	197	0.9	Eutheria	9347
Q15050	UniRef90_Q15050	Cluster: Ribosome biogenesis regulatory protein homolog	157	0.9	Eutheria	9347
Q15051	UniRef90_Q15051	Cluster: IQ calmodulin-binding motif-containing protein 1	57	0.9	Euarchontoglires	314146
Q15056	UniRef90_Q15056	Cluster: Eukaryotic translation initiation factor 4H	31	0.9	Simiiformes	314293
Q15058	UniRef90_Q15058	Cluster: Kinesin-like protein KIF14	56	0.9	Simiiformes	314293
Q15061	UniRef90_Q15061	Cluster: WD repeat-containing protein 43	11	0.9	Simiiformes	314293
Q15070	UniRef90_Q15070	Cluster: Mitochondrial inner membrane protein OXA1L	68	0.9	Catarrhini	9526
Q15072	UniRef90_Q15072	Cluster: Zinc finger protein OZF	17	0.9	Catarrhini	9526
Q15075	UniRef90_Q15075	Cluster: Early endosome antigen 1	144	0.9	Bilateria	33213
Q15080	UniRef90_Q15080	Cluster: Neutrophil cytosol factor 4	40	0.9	Boreoeutheria	1437010
Q15120	UniRef90_Q15120	Cluster: [Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial	69	0.9	Boreoeutheria	1437010
Q15121	UniRef90_Q15121	Cluster: Astrocytic phosphoprotein PEA-15	103	0.9	Tetrapoda	32523
Q15149	UniRef90_Q15149	Cluster: Plectin	507	0.9	Boreoeutheria	1437010
Q15154	UniRef90_Q15154	Cluster: Pericentriolar material 1 protein	2	0.9	Homo sapiens	9606
Q9H049	UniRef90_Q15155	Cluster: BOS complex subunit NOMO1	64	0.9	Eutheria	9347
Q15165	UniRef90_Q15165	Cluster: Serum paraoxonase/arylesterase 2	65	0.9	Eutheria	9347
Q15166	UniRef90_Q15166	Cluster: Serum paraoxonase/lactonase 3	29	0.9	Simiiformes	314293
Q15170	UniRef90_Q15170	Cluster: Transcription elongation factor A protein-like 1	35	0.9	Primates	9443
Q15172	UniRef90_Q15172	Cluster: Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	56	0.9	Theria	32525
Q15173	UniRef90_Q15173	Cluster: Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform	88	0.9	Eutheria	9347
Q15181	UniRef90_Q15181	Cluster: Inorganic pyrophosphatase	6	0.9	Euarchontoglires	314146
Q15185	UniRef90_Q15185	Cluster: Prostaglandin E synthase 3	80	0.9	Eutheria	9347
Q15198	UniRef90_Q15198	Cluster: Platelet-derived growth factor receptor-like protein	57	0.9	Boreoeutheria	1437010
Q15208	UniRef90_Q15208	Cluster: Serine/threonine-protein kinase 38	47	0.9	Boreoeutheria	1437010
Q15233	UniRef90_Q15233	Cluster: Non-POU domain-containing octamer-binding protein	215	0.9	Tetrapoda	32523
Q15276	UniRef90_Q15276	Cluster: Rab GTPase-binding effector protein 1	432	0.9	Eutheria	9347
Q15286	UniRef90_Q15286	Cluster: Ras-related protein Rab-35	68	0.9	Amniota	32524
Q15287	UniRef90_Q15287	Cluster: RNA-binding protein with serine-rich domain 1	62	0.9	Amniota	32524
Q15291	UniRef90_Q15291	Cluster: Retinoblastoma-binding protein 5	370	0.9	Amniota	32524
Q15293	UniRef90_Q15293	Cluster: Reticulocalbin-1	29	0.9	Boreoeutheria	1437010
Q15306	UniRef90_Q15306	Cluster: Interferon regulatory factor 4	194	0.9	Eutheria	9347
