From	Cluster ID	Cluster Name	Size	Identity	Common taxon	Common taxon ID
O84009	UniRef50_O84009	Cluster: Uncharacterized protein CT_006	20	0.5	Chlamydia	810
O84039	UniRef50_O84039	Cluster: Uncharacterized protein CT_036	35	0.5	Chlamydia	810
O84166	UniRef50_O84166	Cluster: Membrane associated protein	6	0.5	Chlamydia trachomatis	813
O84227	UniRef50_O84227	Cluster: Candidate inclusion membrane protein	9	0.5	Chlamydia trachomatis	813
O84229	UniRef50_O84229	Cluster: Membrane associated protein	17	0.5	Chlamydia trachomatis	813
O84230	UniRef50_O84230	Cluster: Candidate inclusion membrane protein	9	0.5	Chlamydia trachomatis	813
O84362	UniRef50_O84362	Cluster: Candidate inclusion membrane protein	11	0.5	Chlamydia	810
O84388	UniRef50_O84388	Cluster: Inner membrane protein	30	0.5	Chlamydia	810
O84560	UniRef50_O84560	Cluster: Membrane associated protein	45	0.5	Chlamydia	810
O84569	UniRef50_O84569	Cluster: Inner membrane protein	37	0.5	Chlamydia	810
O84793	UniRef50_O84793	Cluster: Leader (60) peptide-periplasmic	18	0.5	Chlamydia	810
O84820	UniRef50_O84820	Cluster: YtxH domain-containing protein	7	0.5	Chlamydia trachomatis	813
O84826	UniRef50_O84826	Cluster: Uncharacterized protein CT_819	56	0.5	Chlamydiae	204428
A0A0H3MBG2	UniRef50_O84858	Cluster: Integral membrane protein	36	0.5	Chlamydia	810
A0A0F7RC58	UniRef50_O85467	Cluster: Spore germination protein GerIA	985	0.5	Bacteria	2
A0A3N4B1T8	UniRef50_O85746	Cluster: Tyrosine aminotransferase	3518	0.5	root	1
A0A6L8PCN9	UniRef50_P00212	Cluster: Ferredoxin	609	0.5	Bacilli	91061
Q8D078	UniRef50_P00350	Cluster: 6-phosphogluconate dehydrogenase, decarboxylating	6262	0.5	root	1
A0A4Y1WAR4	UniRef50_P00362	Cluster: Glyceraldehyde-3-phosphate dehydrogenase	8449	0.5	root	1
A0A3N4B7H3	UniRef50_P00452	Cluster: Ribonucleoside-diphosphate reductase 1 subunit alpha	7687	0.5	root	1
A0A380PJZ2	UniRef50_P00550	Cluster: PTS system mannitol-specific EIICBA component	5485	0.5	root	1
A0A5P8YLD9	UniRef50_P00562	Cluster: Bifunctional aspartokinase/homoserine dehydrogenase 2	6579	0.5	root	1
Q8CZR5	UniRef50_P00579	Cluster: RNA polymerase sigma factor RpoD	3860	0.5	root	1
P00634	UniRef50_P00634	Cluster: Alkaline phosphatase	3416	0.5	root	1
A0A6L8P457	UniRef50_P00728	Cluster: Thermophilic aminopeptidase 1 alpha chain (Fragment)	2891	0.5	Bacteria	2
P00779	UniRef50_P00779	Cluster: Streptokinase C	438	0.5	Streptococcus	1301
A0A2S9PIH8	UniRef50_P00861	Cluster: Diaminopimelate decarboxylase	5125	0.5	root	1
Q8D184	UniRef50_P00888	Cluster: Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	3764	0.5	root	1
Q8CZQ3	UniRef50_P00893	Cluster: Acetolactate synthase isozyme 3 large subunit	10049	0.5	root	1
A0A5P8YFD8	UniRef50_P00898	Cluster: Anthranilate synthase component 1	4451	0.5	cellular organisms	131567
Q8ZEG8	UniRef50_P00909	Cluster: Tryptophan biosynthesis protein TrpCF	8094	0.5	root	1
P40127	UniRef50_P00936	Cluster: Adenylate cyclase	5644	0.5	root	1
Q5NHM9	UniRef50_P00960	Cluster: Glycine--tRNA ligase alpha subunit	4622	0.5	root	1
Q8ZIL4	UniRef50_P00968	Cluster: Carbamoyl-phosphate synthase large chain	4661	0.5	root	1
P01555	UniRef50_P01555	Cluster: Cholera enterotoxin subunit A	168	0.5	root	1
P01556	UniRef50_P01556	Cluster: Cholera enterotoxin subunit B	182	0.5	root	1
Q8D0T7	UniRef50_P02910	Cluster: Histidine-binding periplasmic protein	1299	0.5	Bacteria	2
P02976	UniRef50_P02976	Cluster: Immunoglobulin G-binding protein A	1591	0.5	Bacteria	2
Q8D1J9	UniRef50_P03018	Cluster: DNA helicase II	9993	0.5	root	1
Q8CWG5	UniRef50_P03029	Cluster: DNA-binding transcriptional regulator NtrC	3522	0.5	root	1
Q8ZBG8	UniRef50_P04391	Cluster: Ornithine carbamoyltransferase subunit I	10989	0.5	root	1
A0A3N4B2Y1	UniRef50_P04825	Cluster: Aminopeptidase N	10212	0.5	root	1
Q8ZH40	UniRef50_P04846	Cluster: Lipoprotein 28	6330	0.5	root	1
P04958	UniRef50_P04958	Cluster: Tetanus toxin	24	0.5	Clostridium	1485
A0A6L7HIP1	UniRef50_P04990	Cluster: Threonine synthase	2422	0.5	root	1
A0A2S9PIF9	UniRef50_P05458	Cluster: Protease 3	7682	0.5	root	1
Q81WE9	UniRef50_P05654	Cluster: Aspartate carbamoyltransferase	2863	0.5	cellular organisms	131567
A0A6L7HQN9	UniRef50_P05806	Cluster: Bacillolysin	883	0.5	Bacteria	2
Q8CZZ7	UniRef50_P05824	Cluster: DNA repair protein RecN	6232	0.5	root	1
Q8ZAC2	UniRef50_P05989	Cluster: Ketol-acid reductoisomerase (NADP(+))	8778	0.5	root	1
Q8ZAA1	UniRef50_P06129	Cluster: Vitamin B12 transporter BtuB	4468	0.5	root	1
P06179	UniRef50_P06179	Cluster: Flagellin	1699	0.5	Pseudomonadota	1224
A0A2S9PM60	UniRef50_P06612	Cluster: DNA topoisomerase 1	10083	0.5	root	1
P06886	UniRef50_P06886	Cluster: Toxic shock syndrome toxin-1	72	0.5	Bacteria	2
Q8D1A4	UniRef50_P06972	Cluster: Iron(3+)-hydroxamate import system permease protein FhuB	7273	0.5	Bacteria	2
Q8D051	UniRef50_P06996	Cluster: Outer membrane porin C	13244	0.5	root	1
A0A380PC31	UniRef50_P07001	Cluster: NAD(P) transhydrogenase subunit alpha	3024	0.5	root	1
A0A5P8YJ91	UniRef50_P07362	Cluster: DNA primase	1404	0.5	Bacteria	2
A0A5P8YFM9	UniRef50_P07642	Cluster: Arabinose operon regulatory protein	656	0.5	Pseudomonadota	1224
Q846V4	UniRef50_P07767	Cluster: Staphylocoagulase	494	0.5	Staphylococcaceae	90964
A0A3N4B9Y1	UniRef50_P07821	Cluster: Iron(3+)-hydroxamate import ATP-binding protein FhuC	4239	0.5	root	1
P08191	UniRef50_P08191	Cluster: Type 1 fimbrin D-mannose specific adhesin	1536	0.5	root	1
A0A5P8YLY5	UniRef50_P08201	Cluster: Nitrite reductase (NADH) large subunit	7564	0.5	root	1
Q9X6B7	UniRef50_P08203	Cluster: L-ribulose-5-phosphate 4-epimerase AraD	3334	0.5	root	1
A0A380PDV6	UniRef50_P08390	Cluster: USG-1 protein	3051	0.5	root	1
A0A3N4BMJ4	UniRef50_P08839	Cluster: Phosphoenolpyruvate-protein phosphotransferase	4748	0.5	root	1
Q8CZH7	UniRef50_P09099	Cluster: Xylulose kinase	6673	0.5	root	1
A0A6L7HS72	UniRef50_P09122	Cluster: DNA polymerase III subunit gamma/tau	2029	0.5	cellular organisms	131567
Q8D0F7	UniRef50_P09155	Cluster: Ribonuclease D	4059	0.5	Bacteria	2
P09167	UniRef50_P09167	Cluster: Aerolysin	778	0.5	root	1
Q4Q597	UniRef50_P09223	Cluster: Superoxide dismutase [Fe]	1891	0.5	root	1
A0A0H2YJY1	UniRef50_P09546	Cluster: Bifunctional protein PutA	10766	0.5	root	1
P09616	UniRef50_P09616	Cluster: Alpha-hemolysin	357	0.5	cellular organisms	131567
Q8CZL9	UniRef50_P09836	Cluster: Membrane sensor protein UhpC	5291	0.5	cellular organisms	131567
P0A0L2	UniRef50_P0A0L2	Cluster: Enterotoxin type A	196	0.5	root	1
A0A5P8YEA2	UniRef50_P0A1I8	Cluster: Flagellar basal-body rod protein FlgC	2839	0.5	root	1
A0A0H2W4U2	UniRef50_P0A1J4	Cluster: Flagellar basal-body rod protein FlgG	2673	0.5	root	1
A0A5P8YEY5	UniRef50_P0A1K0	Cluster: Flagellar motor switch protein FliG	1769	0.5	root	1
Q8D1I6	UniRef50_P0A1U3	Cluster: Biotin transporter	3593	0.5	root	1
B7UIL3	UniRef50_P0A1X7	Cluster: Methionine aminopeptidase	3070	0.5	root	1
Q8CZM4	UniRef50_P0A2E0	Cluster: Sensory histidine kinase/phosphatase NtrB	3551	0.5	cellular organisms	131567
A0A380SBN9	UniRef50_P0A2S0	Cluster: Leucine-responsive regulatory protein	1348	0.5	Bacteria	2
P9WNX3	UniRef50_P0A545	Cluster: D-3-phosphoglycerate dehydrogenase	3534	0.5	root	1
P9WNK3	UniRef50_P0A569	Cluster: ESAT-6-like protein EsxH	500	0.5	Bacteria	2
A0A0H3LD76	UniRef50_P0A5P3	Cluster: Low molecular weight protein antigen 6	525	0.5	Actinomycetota	201174
A0A0H3L4A6	UniRef50_P0A5Q7	Cluster: Proline-rich 28 kDa antigen	230	0.5	Terrabacteria group	1783272
A0A5X6AZH2	UniRef50_P0A6B3	Cluster: Acyl carrier protein	737	0.5	root	1
Q8ZGJ1	UniRef50_P0A6C1	Cluster: Endonuclease 4	7238	0.5	root	1
Q8ZJJ5	UniRef50_P0A6H6	Cluster: ATP-dependent protease ATPase subunit HslU	4885	0.5	root	1
Q8ZEU8	UniRef50_P0A8A0	Cluster: Probable transcriptional regulatory protein YebC	2002	0.5	root	1
Q8CZG2	UniRef50_P0A8Y6	Cluster: Sugar phosphatase YidA	2939	0.5	root	1
Q0WCK7	UniRef50_P0A903	Cluster: Outer membrane protein assembly factor BamC	3044	0.5	cellular organisms	131567
Q8D0T1	UniRef50_P0A960	Cluster: Glutamate-pyruvate aminotransferase AlaA	10180	0.5	root	1
A0A5P8YF73	UniRef50_P0A9B4	Cluster: Glyceraldehyde-3-phosphate dehydrogenase A	8512	0.5	root	1
Q8ZC51	UniRef50_P0A9J4	Cluster: 2-dehydropantoate 2-reductase	3484	0.5	Bacteria	2
Q5NFK4	UniRef50_P0A9T2	Cluster: D-3-phosphoglycerate dehydrogenase	7510	0.5	root	1
A0A3N4AYP8	UniRef50_P0AA06	Cluster: Phosphocarrier protein HPr	1310	0.5	root	1
P0AA25	UniRef50_P0AA27	Cluster: Thioredoxin 1	404	0.5	root	1
A0A2U2H1F8	UniRef50_P0AA65	Cluster: Inner membrane protein YqjA	2499	0.5	root	1
A0A2U2H033	UniRef50_P0AA74	Cluster: Uncharacterized inner membrane transporter YhbE	2530	0.5	cellular organisms	131567
A0A380PGB4	UniRef50_P0AAA7	Cluster: Lipid III flippase	4387	0.5	root	1
A0A380PMJ5	UniRef50_P0AAC5	Cluster: Inner membrane protein YbhL	2654	0.5	root	1
A0A380PMX3	UniRef50_P0AAD4	Cluster: Tyrosine-specific transport system	4954	0.5	cellular organisms	131567
Q8D030	UniRef50_P0AAD7	Cluster: Serine transporter SdaC	5682	0.5	Bacteria	2
Q8D1D4	UniRef50_P0AAI3	Cluster: ATP-dependent zinc metalloprotease FtsH	5946	0.5	root	1
A0A5P8YAI4	UniRef50_P0AAJ3	Cluster: Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	6600	0.5	root	1
Q8D126	UniRef50_P0AAU1	Cluster: Uncharacterized protein YbeL	1018	0.5	cellular organisms	131567
A0A0H2W269	UniRef50_P0AAZ6	Cluster: Replication-associated recombination protein A	6463	0.5	root	1
A0A2S9PM22	UniRef50_P0AB60	Cluster: Lipopolysaccharide assembly protein B	3042	0.5	root	1
Q8D1L3	UniRef50_P0AB82	Cluster: Branched-chain-amino-acid aminotransferase	3397	0.5	root	1
P0ABE7	UniRef50_P0ABE7	Cluster: Soluble cytochrome b562	972	0.5	root	1
Q8D041	UniRef50_P0ABI1	Cluster: ATP-dependent Clp protease ATP-binding subunit ClpA	4472	0.5	root	1
A0A5P8YEZ8	UniRef50_P0ABU3	Cluster: Ribosome-binding ATPase YchF	12582	0.5	root	1
A0A380PMG2	UniRef50_P0ABV8	Cluster: Tol-Pal system protein TolR	1800	0.5	root	1
Q8CZW4	UniRef50_P0ABY6	Cluster: Flavodoxin 2	1386	0.5	root	1
A0A2U2GVC1	UniRef50_P0AC95	Cluster: High-affinity gluconate transporter	1098	0.5	root	1
P0ACB0	UniRef50_P0ACB0	Cluster: Replicative DNA helicase	2365	0.5	root	1
A0A3N4BB07	UniRef50_P0ACB9	Cluster: Protein HemY	3636	0.5	root	1
Q7CIA2	UniRef50_P0ACC1	Cluster: Release factor glutamine methyltransferase	4174	0.5	root	1
Q8CWH7	UniRef50_P0ACS1	Cluster: Transcriptional repressor MprA	913	0.5	root	1
Q8D1N3	UniRef50_P0ACV2	Cluster: Lipid A biosynthesis palmitoleoyltransferase	3662	0.5	root	1
Q0WEI1	UniRef50_P0ACV7	Cluster: Murein peptide amidase A	3369	0.5	root	1
A0A2U2H066	UniRef50_P0ACY5	Cluster: Uncharacterized protein YeaG	3248	0.5	root	1
A0A0H2W2U0	UniRef50_P0AD13	Cluster: Protein YeeZ	3674	0.5	cellular organisms	131567
A0A0E1NVE1	UniRef50_P0AD42	Cluster: Phosphatidylglycerophosphatase C	2620	0.5	root	1
P0AD57	UniRef50_P0AD57	Cluster: Octaprenyl diphosphate synthase	1029	0.5	cellular organisms	131567
A0A2U2GYF6	UniRef50_P0ADP3	Cluster: Medium/long-chain acyl-CoA thioesterase YigI	1865	0.5	Bacteria	2
Q8D1Q7	UniRef50_P0ADV3	Cluster: Lipopolysaccharide export system protein LptA	1892	0.5	root	1
Q0WB79	UniRef50_P0ADV7	Cluster: Intermembrane phospholipid transport system binding protein MlaC	2221	0.5	Bacteria	2
A0A380PH97	UniRef50_P0ADW1	Cluster: Lipopolysaccharide export system protein LptC	1950	0.5	root	1
Q8D0H8	UniRef50_P0AE13	Cluster: AMP nucleosidase	1734	0.5	root	1
A0A2S9PFD7	UniRef50_P0AEB1	Cluster: Sulfate transport system permease protein CysW	2485	0.5	root	1
A0A3N4B3T4	UniRef50_P0AEC2	Cluster: UPF0053 inner membrane protein YoaE	5986	0.5	root	1
A0A3N4AWL6	UniRef50_P0AEC3	Cluster: Aerobic respiration control sensor protein ArcB	6608	0.5	root	1
A0A6B3UZY3	UniRef50_P0AEC7	Cluster: Signal transduction histidine-protein kinase BarA	5486	0.5	root	1
A0A2U2H4H5	UniRef50_P0AEG0	Cluster: Dipeptide transport system permease protein DppB	2375	0.5	root	1
A0A380PMQ0	UniRef50_P0AES4	Cluster: DNA gyrase subunit A	9060	0.5	root	1
Q8CZS2	UniRef50_P0AEW5	Cluster: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	2667	0.5	Bacteria	2
Q8CZJ2	UniRef50_P0AEX5	Cluster: Probable phosphoribulokinase	2198	0.5	root	1
Q8CWH0	UniRef50_P0AEZ8	Cluster: Membrane-bound lytic murein transglycosylase D	2908	0.5	cellular organisms	131567
A0A380PKN3	UniRef50_P0AF19	Cluster: N-acetylglucosamine-6-phosphate deacetylase	4214	0.5	cellular organisms	131567
A0A380PGW1	UniRef50_P0AF96	Cluster: Toxin-antitoxin biofilm protein TabA	1654	0.5	cellular organisms	131567
Q7CKI5	UniRef50_P0AFB3	Cluster: Lipoprotein NlpI	2077	0.5	root	1
A0A5P8YDE1	UniRef50_P0AFG5	Cluster: 2-oxoglutarate dehydrogenase E1 component	4642	0.5	root	1
A0A5P8YC27	UniRef50_P0AFG9	Cluster: Pyruvate dehydrogenase E1 component	3534	0.5	root	1
A0A5P8YHM7	UniRef50_P0AFL8	Cluster: Exopolyphosphatase	3266	0.5	root	1
A0A380PDF6	UniRef50_P0AFT3	Cluster: L-cystine transport system permease protein TcyL	1882	0.5	root	1
A0A5P8YDX8	UniRef50_P0AFV6	Cluster: Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase	1722	0.5	root	1
A0A5P8YJZ9	UniRef50_P0AFW6	Cluster: Regulator of nucleoside diphosphate kinase	1728	0.5	cellular organisms	131567
Q8D1K6	UniRef50_P0AG01	Cluster: ECA polysaccharide chain length modulation protein	3082	0.5	root	1
A0A380PIV1	UniRef50_P0AGA4	Cluster: Protein translocase subunit SecY	2053	0.5	root	1
A0A380PL54	UniRef50_P0AGB1	Cluster: Phosphoserine phosphatase	3001	0.5	root	1
Q8CZP1	UniRef50_P0AGC4	Cluster: Soluble lytic murein transglycosylase	4396	0.5	root	1
A0A2U2GZD9	UniRef50_P0AGG9	Cluster: Metalloprotease TldD	8013	0.5	root	1
A0A380SBN8	UniRef50_P0AGH6	Cluster: Peptide transport system permease protein SapC	3058	0.5	root	1
Q8D1S0	UniRef50_P0AGN1	Cluster: Xanthine permease XanP	4854	0.5	root	1
Q5NF75	UniRef50_P0C0G6	Cluster: Glyceraldehyde-3-phosphate dehydrogenase	3855	0.5	root	1
A0A2U2GVE3	UniRef50_P0C0S2	Cluster: Small-conductance mechanosensitive channel	2774	0.5	root	1
A0A3N4B192	UniRef50_P0C1A9	Cluster: Pectinesterase A	421	0.5	Gammaproteobacteria	1236
A0A6L7HHW7	UniRef50_P0C2E9	Cluster: Perfringolysin O	1894	0.5	Bacteria	2
P61417	UniRef50_P0C2N2	Cluster: Chaperone protein YscY	19	0.5	Gammaproteobacteria	1236
P61416	UniRef50_P0C2N4	Cluster: Yop proteins translocation protein X	172	0.5	Gammaproteobacteria	1236
P9WQP1	UniRef50_P0C2T2	Cluster: Diacylglycerol acyltransferase/mycolyltransferase Ag85B	2473	0.5	cellular organisms	131567
P69955	UniRef50_P0C2V3	Cluster: Low calcium response locus protein D	1486	0.5	root	1
Q9ZGW6	UniRef50_P0C2V9	Cluster: Chaperone protein SycT	59	0.5	Gammaproteobacteria	1236
A9R9H4	UniRef50_P0C7U7	Cluster: Virulence-associated V antigen	88	0.5	Enterobacterales	91347
A0A3N4B697	UniRef50_P0C8J7	Cluster: D-tagatose-1,6-bisphosphate aldolase subunit GatY	1043	0.5	root	1
A0A5P8YCX0	UniRef50_P0C8K1	Cluster: D-tagatose-1,6-bisphosphate aldolase subunit KbaZ	3394	0.5	root	1
P0DJ89	UniRef50_P0DJ88	Cluster: Secreted effector protein EspF(U)	159	0.5	Escherichia	561
G2K3G6	UniRef50_P0DJM0	Cluster: Internalin A	1003	0.5	Bacteria	2
A0A5P8YE29	UniRef50_P0DMC5	Cluster: Sensor histidine kinase RcsC	6022	0.5	root	1
P9WNI6	UniRef50_P0DOA6	Cluster: ESAT-6-like protein EsxI	635	0.5	Bacteria	2
P0DPI1	UniRef50_P0DPI0	Cluster: Botulinum neurotoxin type A	53	0.5	Clostridium botulinum	1491
P0DQD3	UniRef50_P0DQD3	Cluster: Internalin B	453	0.5	Bacteria	2
A0A2P0H9B7	UniRef50_P0DTQ0	Cluster: 5-deoxy-D-ribulose 1-phosphate aldolase	1047	0.5	Bacteria	2
Q8CZQ2	UniRef50_P10151	Cluster: HTH-type transcriptional regulator LeuO	3200	0.5	cellular organisms	131567
Q8ZFX5	UniRef50_P10370	Cluster: Histidinol dehydrogenase	8378	0.5	root	1
Q8D0V0	UniRef50_P10384	Cluster: Long-chain fatty acid transport protein	3568	0.5	root	1
Q0WHY6	UniRef50_P10443	Cluster: DNA polymerase III subunit alpha	7976	0.5	root	1
A0A6L7HC45	UniRef50_P10724	Cluster: Alanine racemase	1560	0.5	root	1
Q7CKV6	UniRef50_P10905	Cluster: sn-glycerol-3-phosphate transport system permease protein UgpA	2429	0.5	root	1
A0A5P8YBI5	UniRef50_P10908	Cluster: Glycerophosphodiester phosphodiesterase, cytoplasmic	4452	0.5	root	1
A0A0H2W8V3	UniRef50_P11278	Cluster: Periplasmic pectate lyase	503	0.5	Bacteria	2
A0A380PJJ5	UniRef50_P11295	Cluster: L-lysine N6-monooxygenase	1661	0.5	Bacteria	2
Q81V26	UniRef50_P11889	Cluster: Sphingomyelinase C	773	0.5	Bacillales	1385
Q8ZIG9	UniRef50_P12010	Cluster: 3-isopropylmalate dehydrogenase	1848	0.5	root	1
Q8D069	UniRef50_P12282	Cluster: Molybdopterin-synthase adenylyltransferase	4303	0.5	root	1
Q8ZGW9	UniRef50_P13000	Cluster: ATP-dependent dethiobiotin synthetase BioD 1	4899	0.5	root	1
P13423	UniRef50_P13423	Cluster: Protective antigen	55	0.5	Bacillaceae	186817
A0A0H2W857	UniRef50_P13518	Cluster: RNase E specificity factor CsrD	4497	0.5	root	1
Q7CG77	UniRef50_P13738	Cluster: Na(+)/H(+) antiporter NhaA	5723	0.5	root	1
A0A380PMD7	UniRef50_P14165	Cluster: Citrate synthase	6778	0.5	root	1
A0A380PL96	UniRef50_P14176	Cluster: Glycine betaine/proline betaine transport system permease protein ProW	1937	0.5	Bacteria	2
A0A2U2H0T1	UniRef50_P14542	Cluster: Ferric aerobactin receptor	3471	0.5	cellular organisms	131567
Q53682	UniRef50_P14738	Cluster: Fibronectin-binding protein A	5647	0.5	Bacteria	2
A0A2S9PFE9	UniRef50_P15034	Cluster: Xaa-Pro aminopeptidase	4026	0.5	root	1
A0A0H2W3W7	UniRef50_P15070	Cluster: Flagellar motor switch protein FliN	1562	0.5	root	1
P15363	UniRef50_P15363	Cluster: High affinity transport system protein p37	18	0.5	Mycoplasmataceae	2092
Q8ZAR2	UniRef50_P15640	Cluster: Phosphoribosylamine--glycine ligase	13951	0.5	root	1
P15917	UniRef50_P15917	Cluster: Lethal factor	21	0.5	Bacillus	1386
A0A5P8YLE8	UniRef50_P15977	Cluster: 4-alpha-glucanotransferase	6797	0.5	root	1
A0A5P8YES8	UniRef50_P16095	Cluster: L-serine dehydratase 1	5812	0.5	root	1
A0A5P8YI02	UniRef50_P16454	Cluster: Attachment invasion locus protein	92	0.5	Enterobacterales	91347
A0A3N4B610	UniRef50_P16679	Cluster: Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL	1894	0.5	root	1
Q8D1C5	UniRef50_P16687	Cluster: Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	4535	0.5	root	1
Q9APZ2	UniRef50_P16971	Cluster: Protein RecA	4192	0.5	root	1
A0A3N4B3A1	UniRef50_P17127	Cluster: Multiphosphoryl transfer protein	3917	0.5	root	1
P17452	UniRef50_P17452	Cluster: Dermonecrotic toxin	40	0.5	Gammaproteobacteria	1236
A0A6L8PQR9	UniRef50_P17556	Cluster: Alanine dehydrogenase	4650	0.5	root	1
Q81MB6	UniRef50_P17620	Cluster: Riboflavin biosynthesis protein RibBA	1345	0.5	root	1
P17778	UniRef50_P17778	Cluster: Outer membrane protein YopM	41	0.5	Yersinia	629
P17811	UniRef50_P17811	Cluster: Coagulase/fibrinolysin	1086	0.5	cellular organisms	131567
Q8ZC08	UniRef50_P17856	Cluster: Glutamate 5-kinase	4612	0.5	root	1
Q81WM3	UniRef50_P17889	Cluster: Translation initiation factor IF-2	2449	0.5	Bacteria	2
A0A6L7H1C2	UniRef50_P17894	Cluster: DNA repair protein RecN	2804	0.5	Bacteria	2
Q6XVZ2	UniRef50_P18010	Cluster: Invasin IpaA	72	0.5	Gammaproteobacteria	1236
P18011	UniRef50_P18011	Cluster: Invasin IpaB	117	0.5	Enterobacterales	91347
P18012	UniRef50_P18012	Cluster: Invasin IpaC	96	0.5	Gammaproteobacteria	1236
Q5NIE2	UniRef50_P18156	Cluster: Glycerol uptake facilitator protein	2835	0.5	root	1
A0A6H3ADD1	UniRef50_P18159	Cluster: Phosphoglucomutase	3604	0.5	root	1
M4NKV9	UniRef50_P18177	Cluster: Toxin B	230	0.5	Bacteria	2
Q9Z3B6	UniRef50_P18195	Cluster: Major outer membrane protein P.IB	2057	0.5	Bacteria	2
A0A6L7GY55	UniRef50_P18255	Cluster: Threonine--tRNA ligase 1	4843	0.5	cellular organisms	131567
A0A6L8PAR8	UniRef50_P18256	Cluster: Threonine--tRNA ligase 2	2855	0.5	root	1
P18310	UniRef50_P18310	Cluster: Plasmid-derived single-stranded DNA-binding protein	1184	0.5	root	1
Q0WEL2	UniRef50_P18392	Cluster: Sensor protein RstB	4355	0.5	root	1
A0A0H2X3D0	UniRef50_P18584	Cluster: Probable periplasmic serine endoprotease DegP-like	70	0.5	Chlamydiae	204428
Q9X6B6	UniRef50_P18775	Cluster: Dimethyl sulfoxide reductase DmsA	6212	0.5	root	1
A0A2U2H194	UniRef50_P18779	Cluster: Tellurium resistance protein TerB	170	0.5	Pseudomonadota	1224
Q81X75	UniRef50_P18912	Cluster: Phosphoglycerate kinase	3128	0.5	root	1
Q81V33	UniRef50_P19669	Cluster: Transaldolase	7821	0.5	root	1
P19909	UniRef50_P19909	Cluster: Immunoglobulin G-binding protein G	38	0.5	Terrabacteria group	1783272
Q8ZA28	UniRef50_P20672	Cluster: C4-dicarboxylate transport protein	2588	0.5	root	1
Q5NIJ0	UniRef50_P20708	Cluster: Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	451	0.5	root	1
P21163	UniRef50_P21163	Cluster: Peptide-N(4)-(N-acetyl-beta-D-glucosaminyl)asparagine amidase F	74	0.5	Flavobacteriales	200644
Q8ZHG8	UniRef50_P21170	Cluster: Biosynthetic arginine decarboxylase	4788	0.5	root	1
A0A380PDY1	UniRef50_P21258	Cluster: Oligogalacturonate lyase	2210	0.5	cellular organisms	131567
P74846	UniRef50_P21454	Cluster: Mono(ADP-ribosyl)transferase SpvB	302	0.5	Salmonella	590
A0A3N4BBH4	UniRef50_P21499	Cluster: Ribonuclease R	5056	0.5	root	1
A0A3N4B652	UniRef50_P21813	Cluster: Chemotaxis protein CheA	437	0.5	Bacteria	2
A0A5P8YGS9	UniRef50_P21822	Cluster: Methyl-accepting chemotaxis serine transducer	867	0.5	cellular organisms	131567
Q0WDK2	UniRef50_P21866	Cluster: KDP operon transcriptional regulatory protein KdpE	4831	0.5	root	1
Q81MS2	UniRef50_P21885	Cluster: Arginine decarboxylase	2823	0.5	Bacteria	2
A0A6H3A8V4	UniRef50_P22065	Cluster: Small, acid-soluble spore protein alpha	170	0.5	root	1
A0A5P8YIB0	UniRef50_P22106	Cluster: Asparagine synthetase B [glutamine-hydrolyzing]	5342	0.5	root	1
A0A2U2GUY6	UniRef50_P22525	Cluster: Probable L,D-transpeptidase YcbB	5724	0.5	root	1
A0A2S9PLB3	UniRef50_P22990	Cluster: Bifunctional riboflavin kinase/FMN adenylyltransferase	592	0.5	Pseudomonadota	1224
A0A0B9W6L1	UniRef50_P23315	Cluster: Anthranilate synthase component 1	492	0.5	root	1
A0A6H3ADE0	UniRef50_P23382	Cluster: Immune inhibitor A	3117	0.5	Bacteria	2
A0A6L8PKB6	UniRef50_P23533	Cluster: Phosphoenolpyruvate-protein phosphotransferase	4975	0.5	root	1
Q5NID9	UniRef50_P23568	Cluster: Elongation factor Tu	5880	0.5	root	1
A0A2S9PBR0	UniRef50_P23843	Cluster: Periplasmic oligopeptide-binding protein	2710	0.5	root	1
A0A5P8YAX4	UniRef50_P23847	Cluster: Dipeptide-binding protein	7935	0.5	root	1
Q8D0N7	UniRef50_P23865	Cluster: Tail-specific protease	4693	0.5	root	1
Q8D072	UniRef50_P23905	Cluster: D-galactose/methyl-galactoside binding periplasmic protein MglB	2933	0.5	root	1
Q57254	UniRef50_P24093	Cluster: Dr hemagglutinin structural subunit	40	0.5	Escherichia coli	562
A0A3N4B4Z5	UniRef50_P24197	Cluster: 4,5-DOPA dioxygenase extradiol	3734	0.5	root	1
Q8D090	UniRef50_P24207	Cluster: Phenylalanine-specific permease	9467	0.5	root	1
A0A5P8YLL4	UniRef50_P24230	Cluster: ATP-dependent DNA helicase RecG	5637	0.5	root	1
Q8ZCR0	UniRef50_P24232	Cluster: Flavohemoprotein	5786	0.5	root	1
A0A3N4AWI2	UniRef50_P24255	Cluster: RNA polymerase sigma-54 factor	3786	0.5	root	1
Q8D097	UniRef50_P24555	Cluster: Protease 2	5740	0.5	root	1
